Firmware	version:	0741705B9																											
File	Creation	Date:	16/05/2019	17:49:03																									
Battery	Level:	6.5																											
TideMaster	S/N:	63590																											
Station	ID:	1																											
Site	info:	VALEPORT	MLK1																										
Calibrated:	23/03/2018																												
Mode:	B52																												
Pressure	units:	m																											
output	format:	TIDEMASTER																											
Pressure:																													
User	Pressure	cal:																											
Gain:	1.029293																												
Offset:	-0.270551																												
Vale	Pressure	cal:																											
P0:	-1.85E-09																												
P1:	0.003198																												
P2:	-1.758161																												
Wind	speed	units:	m\sec																										
Air	Pressure	units:	mBar																										
Air	Temperature	units:	DegC																										
Timestamp	Depth	Depth	stdev	Wspeed	Wspeed	stdev	Max	Gust	Wdir	Wdir	stdev	Air	Pressure	Air	Pressure	stdev	Air	Temperature	Air	Temperature	stdev	Dewpoint	Dewpoint	stdev	Humidity	Humidity	stdev	Batt	Status
																													
17/05/2019	12:05:00	2.118	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	12:10:00	2.142	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	12:15:00	2.137	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	12:20:00	2.133	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	12:25:00	2.15	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	12:30:00	2.151	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	12:35:00	2.154	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	12:40:00	2.153	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	12:45:00	2.159	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	12:50:00	2.157	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	12:55:00	2.147	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	13:00:00	2.145	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	13:05:00	2.142	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	13:10:00	2.144	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	13:15:00	2.14	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	13:20:00	2.138	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	13:25:00	2.122	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	13:30:00	2.117	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	13:35:00	2.103	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	13:40:00	2.106	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	13:45:00	2.082	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	13:50:00	2.083	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	13:55:00	2.059	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	14:00:00	2.046	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	14:05:00	2.034	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	14:10:00	2.038	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	14:15:00	2.012	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	14:20:00	1.994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	14:25:00	1.963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	14:30:00	1.938	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	14:35:00	1.93	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	14:40:00	1.912	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	14:45:00	1.896	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	14:50:00	1.882	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	14:55:00	1.847	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	15:00:00	1.827	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	15:05:00	1.797	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	15:10:00	1.764	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	15:15:00	1.753	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	15:20:00	1.712	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	15:25:00	1.688	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	15:30:00	1.683	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	15:35:00	1.653	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	15:40:00	1.624	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	15:45:00	1.61	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	15:50:00	1.568	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	15:55:00	1.547	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	16:00:00	1.503	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	16:05:00	1.473	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	16:10:00	1.467	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	16:15:00	1.43	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	16:20:00	1.393	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	16:25:00	1.363	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	16:30:00	1.34	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	16:35:00	1.308	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	16:40:00	1.28	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	16:45:00	1.26	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	16:50:00	1.235	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	16:55:00	1.206	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	17:00:00	1.194	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	17:05:00	1.149	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	17:10:00	1.144	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	17:15:00	1.099	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	17:20:00	1.087	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	17:25:00	1.049	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	17:30:00	1.017	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	17:35:00	0.989	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	17:40:00	0.983	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	17:45:00	0.984	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	17:50:00	0.925	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	17:55:00	0.916	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	18:00:00	0.897	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	18:05:00	0.879	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	18:10:00	0.863	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	18:15:00	0.835	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	18:20:00	0.831	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	18:25:00	0.794	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	18:30:00	0.791	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	18:35:00	0.78	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	18:40:00	0.775	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	18:45:00	0.767	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	18:50:00	0.75	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	18:55:00	0.745	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	19:00:00	0.74	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	19:05:00	0.741	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	19:10:00	0.73	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	19:15:00	0.725	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0											
17/05/2019	19:20:00	0.726	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	19:25:00	0.72	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	19:30:00	0.713	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	19:35:00	0.724	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	19:40:00	0.721	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	19:45:00	0.71	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	19:50:00	0.73	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	19:55:00	0.718	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	20:00:00	0.743	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	20:05:00	0.739	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	20:10:00	0.732	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	20:15:00	0.748	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	20:20:00	0.777	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	20:25:00	0.765	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	20:30:00	0.778	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	20:35:00	0.795	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	20:40:00	0.797	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	20:45:00	0.819	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	20:50:00	0.831	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	20:55:00	0.846	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	21:00:00	0.849	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	21:05:00	0.89	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	21:10:00	0.902	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	21:15:00	0.92	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	21:20:00	0.939	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	21:25:00	0.968	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	21:30:00	0.98	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	21:35:00	1.011	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	21:40:00	1.029	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	21:45:00	1.045	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	21:50:00	1.085	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	21:55:00	1.1	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	22:00:00	1.126	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	22:05:00	1.152	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	22:10:00	1.175	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	22:15:00	1.202	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	22:20:00	1.229	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	22:25:00	1.271	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	22:30:00	1.267	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	22:35:00	1.306	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	22:40:00	1.346	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	22:45:00	1.366	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	22:50:00	1.391	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	22:55:00	1.419	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	23:00:00	1.456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	23:05:00	1.476	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	23:10:00	1.51	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	23:15:00	1.534	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	23:20:00	1.564	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	23:25:00	1.586	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	23:30:00	1.605	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	23:35:00	1.632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	23:40:00	1.66	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	23:45:00	1.676	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	23:50:00	1.692	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
17/05/2019	23:55:00	1.727	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	0:00:00	1.756	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	0:05:00	1.777	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	0:10:00	1.806	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	0:15:00	1.818	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	0:20:00	1.846	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	0:25:00	1.858	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	0:30:00	1.874	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	0:35:00	1.904	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	0:40:00	1.908	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	0:45:00	1.925	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	0:50:00	1.954	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	0:55:00	1.952	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	1:00:00	1.977	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	1:05:00	1.986	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	1:10:00	2.001	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	1:15:00	2.013	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	1:20:00	2.015	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	1:25:00	2.033	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	1:30:00	2.034	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	1:35:00	2.037	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	1:40:00	2.034	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	1:45:00	2.041	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	1:50:00	2.042	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	1:55:00	2.044	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	2:00:00	2.052	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	2:05:00	2.048	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	2:10:00	2.049	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	2:15:00	2.059	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	2:20:00	2.044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	2:25:00	2.045	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	2:30:00	2.044	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	2:35:00	2.046	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	2:40:00	2.039	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	2:45:00	2.027	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	2:50:00	2.021	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	2:55:00	2.012	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	3:00:00	1.991	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	3:05:00	1.986	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	3:10:00	1.984	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	3:15:00	1.975	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	3:20:00	1.949	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	3:25:00	1.955	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	3:30:00	1.942	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	3:35:00	1.922	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	3:40:00	1.907	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	3:45:00	1.897	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	3:50:00	1.884	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	3:55:00	1.858	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	4:00:00	1.841	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	4:05:00	1.822	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	4:10:00	1.796	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	4:15:00	1.792	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	4:20:00	1.761	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	4:25:00	1.739	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	4:30:00	1.724	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	4:35:00	1.69	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	4:40:00	1.687	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	4:45:00	1.674	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	4:50:00	1.643	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	4:55:00	1.626	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	5:00:00	1.597	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	5:05:00	1.572	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	5:10:00	1.55	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	5:15:00	1.538	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	5:20:00	1.531	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	5:25:00	1.496	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	5:30:00	1.472	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	5:35:00	1.458	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	5:40:00	1.436	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	5:45:00	1.428	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	5:50:00	1.408	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	5:55:00	1.394	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0											
18/05/2019	6:00:00	1.377	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	6:05:00	1.35	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	6:10:00	1.325	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	6:15:00	1.312	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	6:20:00	1.305	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	6:25:00	1.288	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	6:30:00	1.287	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	6:35:00	1.25	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	6:40:00	1.272	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	6:45:00	1.227	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	6:50:00	1.242	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	6:55:00	1.235	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	7:00:00	1.222	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	7:05:00	1.215	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	7:10:00	1.2	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	7:15:00	1.193	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	7:20:00	1.167	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	7:25:00	1.194	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	7:30:00	1.197	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	7:35:00	1.176	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	7:40:00	1.165	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	7:45:00	1.174	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	7:50:00	1.181	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	7:55:00	1.159	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	8:00:00	1.196	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	8:05:00	1.175	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	8:10:00	1.19	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	8:15:00	1.198	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	8:20:00	1.192	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	8:25:00	1.209	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	8:30:00	1.225	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	8:35:00	1.224	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	8:40:00	1.224	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	8:45:00	1.236	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	8:50:00	1.252	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	8:55:00	1.245	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	9:00:00	1.244	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
18/05/2019	9:05:00	1.283	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0											
