Timestamp	Timestamp	Depth
2019-03-10 19:30:00	10/03/2019 19:30:00	1.294
2019-03-10 19:31:00	10/03/2019 19:31:00	1.308
2019-03-10 19:32:00	10/03/2019 19:32:00	1.331
2019-03-10 19:33:00	10/03/2019 19:33:00	1.2819999999999998
2019-03-10 19:34:00	10/03/2019 19:34:00	1.2930000000000001
2019-03-10 19:35:00	10/03/2019 19:35:00	1.329
2019-03-10 19:36:00	10/03/2019 19:36:00	1.296
2019-03-10 19:37:00	10/03/2019 19:37:00	1.26
2019-03-10 19:38:00	10/03/2019 19:38:00	1.3659999999999999
2019-03-10 19:39:00	10/03/2019 19:39:00	1.296
2019-03-10 19:40:00	10/03/2019 19:40:00	1.3869999999999998
2019-03-10 19:41:00	10/03/2019 19:41:00	1.2690000000000001
2019-03-10 19:42:00	10/03/2019 19:42:00	1.2830000000000001
2019-03-10 19:43:00	10/03/2019 19:43:00	1.308
2019-03-10 19:44:00	10/03/2019 19:44:00	1.296
2019-03-10 19:45:00	10/03/2019 19:45:00	1.297
2019-03-10 19:46:00	10/03/2019 19:46:00	1.3130000000000002
2019-03-10 19:47:00	10/03/2019 19:47:00	1.244
2019-03-10 19:48:00	10/03/2019 19:48:00	1.3090000000000002
2019-03-10 19:49:00	10/03/2019 19:49:00	1.24
2019-03-10 19:50:00	10/03/2019 19:50:00	1.327
2019-03-10 19:51:00	10/03/2019 19:51:00	1.3090000000000002
2019-03-10 19:52:00	10/03/2019 19:52:00	1.3159999999999998
2019-03-10 19:53:00	10/03/2019 19:53:00	1.3419999999999999
2019-03-10 19:54:00	10/03/2019 19:54:00	1.371
2019-03-10 19:55:00	10/03/2019 19:55:00	1.297
2019-03-10 19:56:00	10/03/2019 19:56:00	1.35
2019-03-10 19:57:00	10/03/2019 19:57:00	1.308
2019-03-10 19:58:00	10/03/2019 19:58:00	1.339
2019-03-10 19:59:00	10/03/2019 19:59:00	1.2930000000000001
2019-03-10 20:00:00	10/03/2019 20:00:00	1.2990000000000002
2019-03-10 20:01:00	10/03/2019 20:01:00	1.3090000000000002
2019-03-10 20:02:00	10/03/2019 20:02:00	1.335
2019-03-10 20:03:00	10/03/2019 20:03:00	1.286
2019-03-10 20:04:00	10/03/2019 20:04:00	1.3119999999999998
2019-03-10 20:05:00	10/03/2019 20:05:00	1.296
2019-03-10 20:06:00	10/03/2019 20:06:00	1.3230000000000002
2019-03-10 20:07:00	10/03/2019 20:07:00	1.3359999999999999
2019-03-10 20:08:00	10/03/2019 20:08:00	1.321
2019-03-10 20:09:00	10/03/2019 20:09:00	1.325
2019-03-10 20:10:00	10/03/2019 20:10:00	1.3459999999999999
2019-03-10 20:11:00	10/03/2019 20:11:00	1.297
2019-03-10 20:12:00	10/03/2019 20:12:00	1.364
2019-03-10 20:13:00	10/03/2019 20:13:00	1.296
2019-03-10 20:14:00	10/03/2019 20:14:00	1.344
2019-03-10 20:15:00	10/03/2019 20:15:00	1.344
2019-03-10 20:16:00	10/03/2019 20:16:00	1.329
2019-03-10 20:17:00	10/03/2019 20:17:00	1.317
2019-03-10 20:18:00	10/03/2019 20:18:00	1.3880000000000001
2019-03-10 20:19:00	10/03/2019 20:19:00	1.294
2019-03-10 20:20:00	10/03/2019 20:20:00	1.319
2019-03-10 20:21:00	10/03/2019 20:21:00	1.3219999999999998
2019-03-10 20:22:00	10/03/2019 20:22:00	1.294
2019-03-10 20:23:00	10/03/2019 20:23:00	1.297
2019-03-10 20:24:00	10/03/2019 20:24:00	1.375
2019-03-10 20:25:00	10/03/2019 20:25:00	1.251
2019-03-10 20:26:00	10/03/2019 20:26:00	1.273
2019-03-10 20:27:00	10/03/2019 20:27:00	1.29
2019-03-10 20:28:00	10/03/2019 20:28:00	1.315
2019-03-10 20:29:00	10/03/2019 20:29:00	1.3530000000000002
2019-03-10 20:30:00	10/03/2019 20:30:00	1.2919999999999998
2019-03-10 20:31:00	10/03/2019 20:31:00	1.2930000000000001
2019-03-10 20:32:00	10/03/2019 20:32:00	1.35
2019-03-10 20:33:00	10/03/2019 20:33:00	1.318
2019-03-10 20:34:00	10/03/2019 20:34:00	1.3119999999999998
2019-03-10 20:35:00	10/03/2019 20:35:00	1.376
2019-03-10 20:36:00	10/03/2019 20:36:00	1.324
2019-03-10 20:37:00	10/03/2019 20:37:00	1.324
2019-03-10 20:38:00	10/03/2019 20:38:00	1.355
2019-03-10 20:39:00	10/03/2019 20:39:00	1.355
2019-03-10 20:40:00	10/03/2019 20:40:00	1.274
2019-03-10 20:41:00	10/03/2019 20:41:00	1.338
2019-03-10 20:42:00	10/03/2019 20:42:00	1.264
2019-03-10 20:43:00	10/03/2019 20:43:00	1.2919999999999998
2019-03-10 20:44:00	10/03/2019 20:44:00	1.3359999999999999
2019-03-10 20:45:00	10/03/2019 20:45:00	1.278
2019-03-10 20:46:00	10/03/2019 20:46:00	1.3459999999999999
2019-03-10 20:47:00	10/03/2019 20:47:00	1.288
2019-03-10 20:48:00	10/03/2019 20:48:00	1.275
2019-03-10 20:49:00	10/03/2019 20:49:00	1.321
2019-03-10 20:50:00	10/03/2019 20:50:00	1.287
2019-03-10 20:51:00	10/03/2019 20:51:00	1.314
2019-03-10 20:52:00	10/03/2019 20:52:00	1.338
2019-03-10 20:53:00	10/03/2019 20:53:00	1.261
2019-03-10 20:54:00	10/03/2019 20:54:00	1.256
2019-03-10 20:55:00	10/03/2019 20:55:00	1.306
2019-03-10 20:56:00	10/03/2019 20:56:00	1.261
2019-03-10 20:57:00	10/03/2019 20:57:00	1.3
2019-03-10 20:58:00	10/03/2019 20:58:00	1.3130000000000002
2019-03-10 20:59:00	10/03/2019 20:59:00	1.305
2019-03-10 21:00:00	10/03/2019 21:00:00	1.3219999999999998
2019-03-10 21:01:00	10/03/2019 21:01:00	1.3030000000000002
2019-03-10 21:02:00	10/03/2019 21:02:00	1.311
2019-03-10 21:03:00	10/03/2019 21:03:00	1.321
2019-03-10 21:04:00	10/03/2019 21:04:00	1.2919999999999998
2019-03-10 21:05:00	10/03/2019 21:05:00	1.3219999999999998
2019-03-10 21:06:00	10/03/2019 21:06:00	1.317
2019-03-10 21:07:00	10/03/2019 21:07:00	1.28
2019-03-10 21:08:00	10/03/2019 21:08:00	1.392
2019-03-10 21:09:00	10/03/2019 21:09:00	1.304
2019-03-10 21:10:00	10/03/2019 21:10:00	1.317
2019-03-10 21:11:00	10/03/2019 21:11:00	1.236
2019-03-10 21:12:00	10/03/2019 21:12:00	1.308
2019-03-10 21:13:00	10/03/2019 21:13:00	1.3319999999999999
2019-03-10 21:14:00	10/03/2019 21:14:00	1.2819999999999998
2019-03-10 21:15:00	10/03/2019 21:15:00	1.2329999999999999
2019-03-10 21:16:00	10/03/2019 21:16:00	1.27
2019-03-10 21:17:00	10/03/2019 21:17:00	1.246
2019-03-10 21:18:00	10/03/2019 21:18:00	1.198
2019-03-10 21:19:00	10/03/2019 21:19:00	1.271
2019-03-10 21:20:00	10/03/2019 21:20:00	1.2429999999999999
2019-03-10 21:21:00	10/03/2019 21:21:00	1.296
2019-03-10 21:22:00	10/03/2019 21:22:00	1.291
2019-03-10 21:23:00	10/03/2019 21:23:00	1.273
2019-03-10 21:24:00	10/03/2019 21:24:00	1.2690000000000001
2019-03-10 21:25:00	10/03/2019 21:25:00	1.2570000000000001
2019-03-10 21:26:00	10/03/2019 21:26:00	1.206
2019-03-10 21:27:00	10/03/2019 21:27:00	1.239
2019-03-10 21:28:00	10/03/2019 21:28:00	1.228
2019-03-10 21:29:00	10/03/2019 21:29:00	1.22
2019-03-10 21:30:00	10/03/2019 21:30:00	1.272
2019-03-10 21:31:00	10/03/2019 21:31:00	1.2690000000000001
2019-03-10 21:32:00	10/03/2019 21:32:00	1.2009999999999998
2019-03-10 21:33:00	10/03/2019 21:33:00	1.264
2019-03-10 21:34:00	10/03/2019 21:34:00	1.253
2019-03-10 21:35:00	10/03/2019 21:35:00	1.2309999999999999
2019-03-10 21:36:00	10/03/2019 21:36:00	1.254
2019-03-10 21:37:00	10/03/2019 21:37:00	1.275
2019-03-10 21:38:00	10/03/2019 21:38:00	1.271
